,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,URT
130,ماكولات بركات ام البنين,ChIJKdsF1J9tWRUR1G400wHTPRs,32.6770055,44.07476430000001,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",M3GF+RW2، كربلاء قرب جامعه الوارث،، منطقة عون (ع),2,0
131,مأكولات الصادق,ChIJM5OgRlJpWRURmhor4D3Ey24,32.6481793,43.9757398,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","JXXG+77H, Karbala",2,4
132,مأكولات الرياضي,ChIJkddopRppWRURbbQ_By9WkVo,32.6027147,44.01969870000001,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","J239+3VP، كربلاء،, Karbala",2,0
133,ماكولات طرف المخيم,ChIJVxMbUTdrWRURu_9YyswtCIw,32.6141765,44.0308206,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","J27J+M8X, Karbala",2,1
134,مأكولات سيف,ChIJOfd9UORpWRURo3GwZBKUXCg,32.621855,43.9887726,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","JXCQ+QF5, Karbala",2,2
135,ماكولات بغداد للاكلات السريعة,ChIJ5_odD4tpWRURiEiXTz1DMBI,32.614845,44.0182512,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Unnamed Road, Karbala 56001،",2,0
136,Food fils,ChIJEUSfGGtpWRURux0kPw_IxX4,32.619882,44.0005324,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","J292+X63, Karbala",2,38
137,مأكولات توت,ChIJryMOMtRpWRURGDmzir7E3q8,32.5819848,44.01579830000001,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","H2J8+Q8V، شارع حي النصر، كربلاء،, Karbala",2,1
138,مأكولات الزعامه,ChIJyUkPlVVrWRURPIpT2d083uI,32.6166613,44.0385395,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",الحانوتية، كربلاء,2,3
139,مأكولات بيروت,ChIJjavTZxJpWRURiKpXT22zVnk,32.585378,43.9995846,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",HXPX+4VM، كربلاء حي,2,2
140,ماكولات حلب,ChIJffQMMrxrWRUR_ukgy7lQ2IA,32.5679737,44.0374624,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","H29P+5XP, Karbala",2,0
141,مأكولات ابو علي,ChIJF7YVEu1rWRURx0c7Q0cstZQ,32.6119943,44.0372142,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']","J26P+QVP, Karbala",2,14
142,مأكولات العاملي _ Ameli Foods,ChIJwRVlT21pWRURQDbPQyRAHes,32.59085690000001,44.0185063,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']",العراق - كربلاء - حي الحسين - بداية مجسر شارع الامام علي بن ابي طالب ع كربلاء,2,5
143,ماكولات سلطع بركر,ChIJEys2V7dpWRURmXresyl3gYA,32.6112527,44.0093775,2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","J265+GQ2, Karbala",2,4
144,Maram fast food,ChIJn2G1WlppWRURIJLVC1GfK8M,32.61726180000001,44.0142382,3.7,"['restaurant', 'point_of_interest', 'food', 'establishment']","J287+WM5, Karbala",2,85
145,ماكولات صفاء العكيلي,ChIJp4mforFpWRURzezFyMci2R8,32.6025611,44.0031969,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","J233+27G, Karbala",2,2
146,مأكولات التميمي,ChIJn3jbaKdpWRURnA0q7Z1aTlA,32.6307456,43.9694728,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Unnamed Road, Karbala 56001،، كربلاء 56001،",2,0
147,Food Asadi,ChIJ4frNsHRpWRURP5dcqyty7bE,32.6053172,44.0011593,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']","J242+4FP, Karbala",2,12
148,مأكولات ركن السلام (بإدارة سيد هشام الموسوي),ChIJwYysf-JpWRUROEsiT97LNcU,32.5890511,43.996326,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Unnamed Road, Karbala 56001،، كربلاء 56001،، كربلاء 56001،",2,1
149,مأكولات سيد شهاب 2,ChIJH4U-VOJpWRURhmWNf7b2YIM,32.6031031,44.0166549,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Unnamed Road, Karbala 56001،، Karbala' 56001, 56001،",2,12
150,ماكولات ولاية علي,ChIJr72Py2BrWRURbBtKxQdicGw,32.6126129,44.0374622,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","J27P+2XW, شارع الجمهورية، كربلاء, 56001،",2,0
151,مأكولات بابا عشيني,ChIJXTTqfKZtWRUR0NEgkuxOYsw,32.6316652,44.043301,3.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",J2JV+M8,2,1
152,Green food,ChIJu_Zfv59pWRURJxqxHctuai4,32.5954068,44.0152172,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","H2W8+53H، شارع حي الحسين, Karbala",2,9
153,مأكولات حدائق الأسرة,ChIJIVBHyW5rWRURe0RNZyIqJ3Q,32.5843581,44.0371017,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Unnamed Road, Karbala",2,0
154,مأكولات جنة العباس,ChIJM3vJk3ZrWRUR1CcX2twb5KA,32.6173227,44.0350398,3.4,"['restaurant', 'point_of_interest', 'food', 'establishment']",‫شارع صاحب الزمان، كربلاء 56001، بين للحرمين,2,7
155,مأكولات ركن المهندسين,ChIJ41-4X0hpWRURvG9_U_0PnTY,32.6148738,43.98111720000001,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","JX7J+WCX, Karbala",2,1
156,مأكولات الامير,ChIJq-tg2BBtWRURMGejdyDUrqE,32.6042507,44.095302,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",J33W+P43، 56001،،,2,0
157,مأكولات المهندس,ChIJ32hVuOprWRURcjeNiO_p0NA,32.5976308,44.0373736,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","H2XP+3W5, Karbala",2,2
158,مأكولات شاكر,ChIJYQWjw5VrWRURRXUR6eGT6Lc,32.6150247,44.0341793,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","J28M+2MC, Karbala",2,1
159,اطباق وماكولات النافورة,ChIJmyVzjqFpWRURKCNNnMxAMC8,32.5782199,44.0182248,3.6,"['restaurant', 'point_of_interest', 'food', 'establishment']","حي التعاون, Karbala",2,216
160,Sidra fast food restaurant,ChIJg7WdRvFrWRUR1JmwtpQWS_o,32.6190547,44.0346574,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","J29M+JVF, Karbala",2,20
161,مأكولات ابن الموصل,ChIJL1zdFyZpWRURVi4ryamCUtk,32.590231,44.01860509999999,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",H2R9+3FF الحسين،,2,3
162,شوي سمك,ChIJCdHVcSRpWRUR_lwOrDfdcXI,32.5984792,44.0051119,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","H2X4+C38, Karbala",2,2
163,مأكـــولات فلافل دلــع كرشك,ChIJU04QZq1rWRURtWbUWeNFASc,32.5523866,44.0815107,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1213 Karbala - Najaf Rd,2,1
164,al ameri restaurant,ChIJzanCXHhrWRURc1LsUObUVKY,32.60553489999999,44.05911589999999,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","J345+6J9, Karbala",2,14
165,Food basmalah,ChIJT3KXQypqWRURaDNLfe3efWc,32.5898377,44.0213159,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","H2QC+WGM, Karbala",2,19
166,مأكولات بركات ام البنين(سياف ملك الهمبركر),ChIJuRumTyprWRURPlUYDkwB010,32.61288580000001,44.0354284,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","J27P+553, Karbala",2,15
167,مأكولات وشرابت المرام,ChIJH8LazxVpWRURkFqJIEWfNJk,32.6201266,43.9967432,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","JXCW+3M5, Karbala",2,13
168,مطعم وكافيه بيت اهلنا,ChIJEzJQUpxpWRURPFWjltqA-oI,32.5841739,44.0044841,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",Unnamed Road، كربلاء 56001،,2,3
169,مأكولات ومثلجات الروشة,ChIJ0TsgahFrWRURW1j5_8TgvA4,32.6173851,44.0340775,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","J28M+VJR، ‫شارع صاحب الزمان, Karbala",2,24
170,Ryhana Takeaways,ChIJ9aTRyJRpWRURdSI1VP8jYF4,32.5821842,44.0038333,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","H2J3+VGG, Karbala",2,85
171,أسماك الزهراء,ChIJcakuie1rWRURYXYRAuf7Em4,32.6139841,44.0338273,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","J27M+HGW, Karbala",2,0
172,مندي جاسم,ChIJi1BBmVxtWRURsaoEU5X9UrM,32.632818,44.0434366,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","J2MV+49, Karbala",2,1
173,النوارس للاكلات السريعة,ChIJqRyKSG9pWRURDmYbKCuXU78,32.6113152,44.009333,3.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","J265+GPG, Karbala",2,20
174,مطعم رازونة,ChIJFVHF5wNrWRUR-qhcqwc3dqg,32.6018826,44.0229599,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",كربلاء شارع السناتر كربلاء Na,2,48
175,كباب سيد هاشم,ChIJb3wp3sBrWRURnlpbEhBjVzM,32.5942655,44.0468492,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","H2VW+PP5, Karbala",2,1
176,مطعم جنات عدن,ChIJzYUvOatpWRURhaUNlmU92YE,32.5910487,44.0196507,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","شارع حي الحسين, Karbala",2,191
177,شاورما أبو العبد كربلاء,ChIJJUHta4RpWRURCVq-vfqeSZE,32.5975389,44.0194419,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","H2X9+2R6, Karbala",2,0
178,مطعم العائلة,ChIJzaPmEGxpWRUR0rwIZnfR9yo,32.6130625,44.0049375,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","كربلاء . مقابل مستشفى الولادة, Karbala",2,282
179,مطعم البوابة للوجبات السريعة,ChIJn9fsPpNrWRURzRoaKSiOiCo,32.6218452,44.0353343,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","J2CP+P4G، Unnamed Road, Karbala",2,5
180,Nay café ناي كافيه,ChIJJ5z9Wc5pWRUR9oXLozUVtec,32.5978008,44.0114351,4.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",الحسين، كربلاء، Karbala' 56001,2,83
181,باريس كافيه Paris Cafē,ChIJzzamrLVpWRUR4KVob7xJVos,32.5901351,44.0196222,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","H2R9+3V3, Karbala",2,102
182,كوفي ابو سيف,ChIJO4j7s7VpWRUReCj2BXTL6DI,32.6169065,44.0141254,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","J287+RM5, Karbala",2,1
183,Grand cafe _ كوفي شوب گراند,ChIJ7WIQyBlrWRURM7ulHVOXyHg,32.603154,44.0335506,4.3,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","اذاعة الكفيل, كربلاء شارع المحافظة قرب",2,26
184,Saffron Café,ChIJq78CbIttWRURF6HT5T7n6yM,32.6218328,44.0442011,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J2CV+PMW, Maitham al-Tamar St, Karbala",2,0
185,افندينا كافيه,ChIJ2cum9ExrWRUR8HeyHdtr48w,32.6232491,44.0265469,2.3,"['cafe', 'food', 'point_of_interest', 'establishment']",Unnamed Road,2,3
186,أرتو كافيه_ARTU CAFE,ChIJR-RzGRRrWRUR60-ik3cE0FI,32.6031469,44.0205806,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J23C+764, العراق - كربلاء - حي الحسين - بداية مجسر،, Al Imam Ali Bin Abi Talib St, Karbala",2,0
187,Princes Café,ChIJzUpjiDNpWRURn3tHsX_gxSc,32.6326102,43.9911196,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","JXMR+2CX, Karbala",2,0
188,كوفي شوب فرفش-FARFISH CAFFE,ChIJ19YL3e9pWRURv8rJD8V0dLg,32.5923887,44.00921,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']","H2R5+XM4, حي, Karbala",2,3
189,Zaman Popular Café,ChIJk1SbLFNrWRURBqZZuWiUJOA,32.6186459,44.0360605,4.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J29P+FC4, Karbala",2,1
190,Delight cafe,ChIJub1wjJVpWRUR4tFn2JZnRoc,32.6012591,44.0147011,5.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J227+GV4، شارع حي الحسين, Karbala",2,6
191,قهوه وكتاب كافيه,ChIJpz5M2kZpWRURaspDUa_31OU,32.5997606,44.0077351,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","حي الموظفين, Karbala",2,167
192,Abu Ahmad Cafe,ChIJv2dpBdJrWRURy_8JHiFR_2c,32.6139465,44.0200325,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J27C+H2J, Karbala",2,0
193,Amir Cafe,ChIJIznMaA4NWRURWcajprJONjw,32.659868,44.1296088,4.4,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",M45H+WRM، M45J+F4C،,2,12
194,Coral Cafe,ChIJL6aLk0NpWRUR8xsTh4rhEHQ,32.5926164,44.0152577,4.3,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","خلف جامع رأس الحسين, شارع حي الحسين، Karbala",2,26
195,90mintutes cafe,ChIJLXxNbQJpWRUREwo635omiFs,32.5945786,44.0152608,4.2,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","H2V8+R4J، شارع حي الحسين, Karbala",2,31
196,Thamer Cafe,ChIJ-TXSPbxpWRUROsyieSa0i7Q,32.6241148,43.9980608,4.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","JXFX+M66, Karbala",2,1
197,مقهى الأصدقاء,ChIJZwOPKtdrWRURk0O0fxnATJ4,32.6020029,44.0201167,3.3,"['cafe', 'food', 'point_of_interest', 'establishment']","J22C+R3M, Karbala",2,21
198,مقهى ابو غزالة,ChIJDxbNz3VsWRURzNOHtqqBbmM,32.6216907,44.0430764,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","J2CV+M6G, Karbala",2,50
199,Market Café,ChIJJXptOT9pWRURc173tmyPpxE,32.62375,43.9980083,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']","JXFX+J48, Karbala",2,0
200,جراند كافيه - Grand Cafe,ChIJEVGm5INrWRURI7xJxHctStg,32.6036553,44.0332253,3.6,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","J23M+F79, Al-Abbas St, Karbala",2,8
201,کافه مالک,ChIJZ9zi7PBrWRUREV39k04mV4Y,32.6142771,44.0293731,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']","J27H+MPX, Karbala",2,5
202,M3 cafe \ karbala,ChIJ14G0ixZpWRUR21CdOgGVB9Y,32.5950469,44.0189792,3.8,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",شارع المشجر، شارع حي الحسين، Karbala' 56001,2,15
203,Shaghaf Cafe,ChIJp5h642ppWRUR_wHkQdqQiMY,32.6006972,44.0180201,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","J229+76C، شارع حي الحسين, Karbala",2,2
204,كوفي شوب VIP,ChIJddamVkZpWRUR8Mrul87Dsqc,32.6068596,44.0140682,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']","J247+PJM, Unnamed Road, Karbala",2,91
205,Coffee Almoltaqa,ChIJgzDGDsVrWRURPNSbMjKxjys,32.5991045,44.0314878,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","H2XJ+JHX, Al-Abbas St, Karbala",2,67
206,Fini cafe,ChIJKSLNBKppWRURRrgoOGSEaMU,32.6010036,44.0135534,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","J227+9CF شارع المصلحة القديمة مدخل, شارع حي الحسين، Karbala",2,2
207,MR.Coffee,ChIJEczqIhlpWRUR2EuqTXmxLfs,32.60299,44.0164856,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']","J238+5HX, Karbala",2,6
208,Free cup neighborhood cafe,ChIJOynSomlpWRURpZXyFW4Czko,32.6156659,44.0067473,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']","J284+7PF, Karbala",2,18
209,Sarah Cafe,ChIJJ89AmdFtWRURG-1m6qFtilo,32.6256829,44.0483342,4.8,"['cafe', 'food', 'point_of_interest', 'establishment']",شارع الحسينيه، Karbala' 56001 Karbala,2,4
210,Lava cafe,ChIJ3SS3Gn5pWRUR3igU0Te7Tbg,32.5936228,44.0152531,3.9,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",الحسين، كربلاء Karbala,2,79
211,surche cafe,ChIJU1OJZeJpWRUR1p9IfYM5XeM,32.5915166,44.0184773,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']",H2R9+JCR، كربلاء، 56001،,2,0
212,Coffee shop Basha,ChIJLyDxjPVpWRURncRIa-4cMIM,32.5722537,44.0195177,3.5,"['cafe', 'food', 'point_of_interest', 'establishment']","H2C9+VRV, Karbala",2,41
213,Sky View Café,ChIJO9_SlExrWRURW1kVFxbTi_k,32.5999348,44.0252098,3.5,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","H2XG+X46, شارع السناتر،, Karbala",2,22
214,Coffee time Cafe,ChIJAb0vZ2JrWRUR7bWgOIyxOmc,32.6073986,44.0279503,4.2,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","شارع المركزية كربلاء،, Karbala 56001، كربلاء شارع المركزية",2,178
215,Royal cafe,ChIJoRukGC1qWRURy8q7_pPu4Bk,32.5891805,44.0274256,3.3,"['cafe', 'food', 'point_of_interest', 'establishment']","H2QG+JXV, Karbala",2,26
216,Sifsafcafe - صفصاف كافيه,ChIJe6UKYdZpWRURHqe7B_AaWh0,32.5928678,44.0193502,4.3,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","H2V9+4PX, Karbala",2,6
217,كوفي هوانا,ChIJT4-95cdpWRURP8rz9ZIqaGg,32.5931311,44.0148208,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']","H2V7+7WH, Karbala",2,0
218,مقهى الباشا,ChIJsc61155rWRUR1i033WyAYCI,32.6143773,44.0293764,0.0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","Unnamed Road, Karbala 56001",2,0
219,Coffee shop Abdullah Zarjaoa,ChIJVRjem6hpWRURaabmmIIFFMU,32.6030278,43.99105910000001,3.5,"['cafe', 'food', 'point_of_interest', 'establishment']","JX3R+6CR, Karbala",2,40
220,قاعة و كافيه ليالينا,ChIJDZtrfXxpWRURT7DTc6u6O7c,32.60766419999999,44.0120046,3.6,"['cafe', 'point_of_interest', 'food', 'establishment']","J256+3R6, Karbala",2,51
221,Hayat cafe,ChIJ9cLjiIRpWRURlY_zrAD84n8,32.5950583,44.0159527,3.7,"['cafe', 'point_of_interest', 'food', 'establishment']",الحسين، كربلاء، كربلاء 56001،,2,53
222,Cofe Time,ChIJlf_zA89rWRURzVC_F3ZI12Q,32.585347,44.03825579999999,5.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']","H2PQ+48J, Najaf Road, Karbala",2,2
223,كوفي ليالي كربلاء,ChIJUdbVRa9tWRURjD6Nl3xmHBg,32.6437774,44.0487824,5.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",28 طريق بغداد - كربلاء، كربلاء،,2,3
224,مقهى الاصدقاء,ChIJj7rBRj1pWRURfNuQFnqWt20,32.5908734,44.0142593,0.0,"['cafe', 'point_of_interest', 'food', 'establishment']","H2R7+CQ7، شارع حي الحسين, Karbala",2,0
225,عاشق السيد القائد,ChIJIRGtR_VpWRURHqInzaYGwpw,32.6279899,43.992307,1.0,"['cafe', 'point_of_interest', 'food', 'establishment']",الايوبيين، كربلاء، Karbala' 56001,2,3
226,جوفاني كافيه Giovanni cafe,ChIJWSYc6otrWRURuy71V9MtZYE,32.5949003,44.0223725,5.0,"['cafe', 'point_of_interest', 'food', 'establishment']","H2VC+XX6, حي الحسين, الشارع المشجر, Karbala",2,4
227,كوفي شوب ليالي البارودي,ChIJSfTP4ehrWRURwggGUIGZw5o,32.6098208,44.0317752,3.7,"['cafe', 'point_of_interest', 'food', 'establishment']","J25J+WPC, Karbala",2,183
228,مقهى سيد مجيد,ChIJRayh4OhrWRUR4z4zQQEBCgI,32.6098498,44.031909,3.9,"['cafe', 'point_of_interest', 'food', 'establishment']","J25J+WQP كراج البارودي، Unnamed Road, Karbala",2,171
229,Relax Cafe,ChIJg7PRWKtrWRURkOWa0ML9X3c,32.5836534,44.0286826,3.8,"['cafe', 'point_of_interest', 'food', 'establishment']","H2MH+FF3, Karbala",2,34
230,Nova Café,ChIJpViJdrJpWRURSVJ4GLI5Ghw,32.5967693,44.0120878,4.3,"['cafe', 'point_of_interest', 'food', 'establishment']","الحسين،, Karbala",2,542
231,كوفي الاصدقاء,ChIJ2eqzTDkNWRURtj0bWpEJuu8,32.687518,44.1119618,0.0,"['cafe', 'point_of_interest', 'food', 'establishment']",M4Q6+2R2، منطقة عون (ع),2,0
232,Hekayah Coffee Shop,ChIJlbHw0khpWRURfFa2Xqrb7y8,32.5921792,44.0191068,4.2,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",H2R9+VJH، كربلاء، 56001،,2,300
233,البرنس كافيه Al-prince Cafe,ChIJGfNVzJBpWRUR_8R9W6HFfXE,32.6034923,44.0020456,5.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']","Unnamed Road, Karbala 56001،",2,1
234,مقهى شعبي,ChIJaZYg0nlrWRURic5rtB-nFhE,32.5860469,44.0393523,0.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']","H2PQ+CQR, Karbala",2,0
235,سوالف كافيه,ChIJFzNjAb1tWRURnllHMdmZtPA,32.6317357,44.0443313,5.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",Karbala - Baghdad Rd,2,2
236,مقهى النخيل,ChIJbT9_CQ5pWRURBGaw84DF4Xc,32.6112965,43.9681887,0.0,"['cafe', 'point_of_interest', 'food', 'establishment']","JX69+G6, Karbala",2,0
237,Cafe Paris,ChIJ0bOH3cFrWRUR1-nW_XvD8sQ,32.604653,44.0355257,3.3,"['cafe', 'point_of_interest', 'food', 'establishment']","J23P+V57, Karbala",2,7
238,سومر كافيه ::: Sumer Cafe,ChIJc6kbWCRpWRURBjpBzyeo9ik,32.5950509,44.0190253,5.0,"['cafe', 'point_of_interest', 'food', 'establishment']","H2W9+2J6, شارع المشجر, شارع حي الحسين، Karbala",2,2
239,نابو كافيه NABU CAFE,ChIJN74CGVppWRURfLcUK2F9k-Q,32.5917858,44.0184404,4.5,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",H2R9+MC6، كربلاء 56001،,2,2
240,Amir Cafe,ChIJIznMaA4NWRURWcajprJONjw,32.659868,44.1296088,4.4,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",M45H+WRM، M45J+F4C،,2,12
241,Munfarid Cafe,ChIJSSsVCVtrWRURL-Q29Ppb6io,32.6065199,44.0202439,4.5,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J24C+J4C, شارع الشكرجي،, Karbala",2,14
242,مقهى ابو لحية ( كوفي سراج ),ChIJf8U09sprWRURJXeX-bikp8Y,32.6180742,44.0400593,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",باب الخان، كربلاء 56001،,2,70
243,مقهى الطرف,ChIJ5yF5vYprWRURxgsxEoYYWbQ,32.6150625,44.0385625,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']","J28Q+2CW، كربلاء 56001، كربلاء, Bab Al-khan",2,4
244,مقهى الشايب,ChIJQw7cuLlpWRURDVhyovrF5JU,32.6072709,44.0122437,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",جسر مشاة حي رمضان، كربلاء 56001، كربلاء خدمي حي رمظان,2,19
245,بكسل كافيه_Pixel Cafe,ChIJJ_m5Y45pWRURUa6OXsARKik,32.6100505,44.0101827,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","J266+23, Karbala",2,12
246,مقهى الساير,ChIJD241q2BrWRUR_jLqt_fA4is,32.6091768,44.0407197,4.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J25R+M7H, Maitham al-Tamar St, ،",2,1
247,Nova Café,ChIJpViJdrJpWRURSVJ4GLI5Ghw,32.5967693,44.0120878,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","الحسين،, Karbala",2,542
248,Cafe Knights of love,ChIJD8EaL8BrWRURaM2NkLpuWOU,32.603619,44.0372292,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']","J23P+CVX, Karbala",2,52
249,مقهى الكرامة,ChIJZ-KAMrRrWRURVg3IKQLEOv4,32.6189062,44.0425225,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",J29V+H26، شارع ميثم التمار(ع)،، 56001،,2,0
250,Lava cafe,ChIJ3SS3Gn5pWRUR3igU0Te7Tbg,32.5936228,44.0152531,3.9,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",الحسين، كربلاء Karbala,2,79
251,افندينا كافيه,ChIJ2cum9ExrWRUR8HeyHdtr48w,32.6232491,44.0265469,2.3,"['cafe', 'food', 'point_of_interest', 'establishment']",Unnamed Road,2,3
252,مقهى باب الخان,ChIJmTS4s5BrWRURHlSCmUrFLmo,32.6145825,44.0386713,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",باب الخان، كربلاء 56001،,2,26
253,مقهى علاء,ChIJfXt0fElvWRURKeNzNsvrmP8,32.6603924,43.9707321,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",طريق الرشدية، 56001،،,2,0
254,مقهى سيد مجيد,ChIJRayh4OhrWRUR4z4zQQEBCgI,32.6098498,44.031909,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","J25J+WQP كراج البارودي، Unnamed Road, Karbala",2,171
255,كوفي شوب شباب المدينة,ChIJvetSfXdrWRUREU0Q2RspCG0,32.5585505,44.0819724,4.8,"['cafe', 'food', 'point_of_interest', 'establishment']","H35J+CQH, Karbala",2,8
256,مقهى حسن الشبلاوي,ChIJTfPc6vVpWRURaz8cq3-n8Ws,32.6381309,43.9801563,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",المجتبى(ع، كربلاء _ شارع الحسن,2,0
257,مقهى النخيل,ChIJbT9_CQ5pWRURBGaw84DF4Xc,32.6112965,43.9681887,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']","JX69+G6, Karbala",2,0
258,Hassan cafe,ChIJt0unGY1rWRUR2wF6uozttco,32.6161815,44.0418163,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']","J28R+FPG, Karbala",2,10
259,مقهى آزر التميمي,ChIJndoyPettWRUROOEqyRdQKR0,32.6359834,44.0737681,4.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",J3PF+9GF، كربلاء، 56001،,2,23
260,Coffee shop Alassadrh,ChIJ8-FbrDdpWRURQHFDYcX7OQc,32.6322476,43.998873,3.2,"['cafe', 'food', 'point_of_interest', 'establishment']","JXJX+VHR, الحرية (السعدية, Karbala",2,34
