,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,User Rating tot
29,مزاج الشام - Mazaj Alsham,ChIJGx07otfXXhUR-vGSeqMiiro,32.0231086,44.3477292,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","28FX+63X, الفرات، نجف أشرف،، النجف،،, Najaf",2,723
30,مطعم أبو وسام الابراهيمي Abu Wissam Al-Ibraheem Restaurant,ChIJQXBGl-LRXhURrYVoYMu--H0,32.0508148,44.3222448,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","382C+8V6, 9, Kufa",2,4
31,مطعم ركن العزائم,ChIJna_M0zPXXhUR__ZxnocYRqs,32.0088919,44.3279977,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","285H+H62, Najaf",2,18
32,FOOD LAND NAJAF,ChIJJb06-EXXXhURHCOV8hrJ-lg,32.0216178,44.3474617,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","28CW+JXW, Unnamed Road, Kufa",2,879
33,فرّوج بيروت,ChIJa9tdQc_XXhURe8Yj_rGCRio,31.9939207,44.3621595,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","X9V6+HV7, Al Rawan St, Kufa",2,83
34,Iraq restaurant,ChIJQ1gqNvzXXhURWimqk_qU9sg,31.96386579999999,44.3884959,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","X97Q+G9X ناحيه الرضويه / قرب مطعم،, Najaf",2,270
35,View Resto Café,ChIJPRzNZRPXXhUREmRgfndTPqM,32.0244968,44.3520001,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","29F2+QRR, Najaf",2,3
36,موكب شباب ام البنين,ChIJ06EYElgtWRURW06yJ5Civb0,32.1809268,44.3114331,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",موكب شباب ام البنين عامود 268Najaf,2,1
37,فلافل,ChIJtUQlG_7RXhURRUumWwAMFPk,31.9908168,44.3214358,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","X8RC+8HF, Najaf",2,0
38,Sukoon-سكون,ChIJf5IAOuzXXhURHb-Adu9hUN8,32.0231522,44.348006,4.5,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",28FX+57R النجف الحزام الاخضر,2,126
39,مشويات الحجي,ChIJ73xHH8XXXhUROLtNNi8Qd7o,32.0097032,44.3658941,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","2958+V9J, Najaf",2,110
40,NFC Indian and Pakistani Restaurant,ChIJ69ewdI3RXhURnZHe3RHUG_Q,31.9909861,44.3164817,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']","X8R8+CH7, Najaf",2,31
41,اسماك الاخوين,ChIJ85FrE9HWXhUR1nZKpdsb-_Y,32.0258408,44.3296477,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","28GH+8VJ، شارع العين, Najaf",2,37
42,مندي بوابة اليمن,ChIJcw9LYCPXXhUR4tcJHaUFyv8,32.0261251,44.3510262,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']","حي الجامعة, Najaf",2,69
43,مطعم كرين لاند,ChIJUwRZET_XXhURUDCNdvwwhg0,32.0013684,44.3307251,3.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","20 Revolted Skyway, Kufa",2,1
