,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,URT
128,ماكولات العطشان,ChIJ5YTm6L2BVxURr1aLONMNlDs,33.3019872,44.4236697,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",Baghdad,2,349
129,ماكولات ادو,ChIJ1cpk7hV_VxUR8dRHDpNBS_M,33.352355,44.3424489,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","982R+WXW, Baghdad",2,5
130,مأكولات الدب,ChIJk2Xb6KZ5VxURy_EVWo81oKE,33.394031,44.3494974,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","98VX+JR6, Baghdad",2,14
131,مأكولات عزوز,ChIJOdBYEB55VxURbDuI0EdcMug,33.3947488,44.380954,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","99VJ+V9W, AL 600 St, Baghdad",2,123
132,ماكولات موسى,ChIJ1z9hRMODVxURTbhfSbMAlqk,33.3697974,44.42444889999999,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",شارع الحسينية، بغداد،، 9C9F+WPW، بغداد،,2,2
133,Seafood lemon,ChIJdysr5nOAVxURC5iu1X_UvS0,33.2548814,44.4223151,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","7C3C+XW4, Baghdad",2,354
134,Snap Food,ChIJBWYxNZ19VxURnGuguX6arbI,33.3396174,44.2767517,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","87QG+RPR, Baghdad",2,37
135,مأكولات الشام,ChIJp7FQrJKDVxURTLrgZpMqVGI,33.3228647,44.4730332,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","8FFF+46V، الغدير، بغداد،, Baghdad",2,7
136,ماكولات فلفولة,ChIJLVkhW53VWRURQmA1wsigkc8,33.2433011,44.3402233,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","68VR+83H، شارع المستوصف, Baghdad",2,0
137,ماكولات محمد,ChIJf6iyuJKZVxURi_2Vs81zgmI,33.4657603,44.523572,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","FG8F+8C3, Al Bir",2,3
138,ماكولات ابو يوسف,ChIJj4bvn9mHVxURPlpeyjxZuaE,33.2591606,44.50584689999999,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","7G54+M82, Unnamed Road, Baghdad",2,0
139,مأكولات على النار,ChIJOxkVgTZ5VxURN39CyCpl5bY,33.391792,44.3946747,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","99RV+PVC، 23, Baghdad",2,0
140,مأكولات سبونجي,ChIJvfqIcvDVWRURBRgYGDTZG8Y,33.271427,44.3497984,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",78CX+HWF، بغداد،,2,4
141,ماكولات حي التجار,ChIJJ_nbn6t5VxURN-WH1Ft9-7o,33.4069576,44.3919995,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",C94R+QQQ، Unnamed Road، الشعب,2,0
142,ماكولات علي دبل 2,ChIJJTslxcLVWRURZH_x3r46bpQ,33.2393964,44.334437,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","68QM+QQH, Baghdad",2,1
143,مطعم ماكولات اخ بطني لبو الطاط,ChIJs3CCIT6dVxURuqHPdgphwtg,33.4468423,44.4479364,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","CCWX+P5P, Baghdad",2,0
144,ماكولات انوش,ChIJK3QrZ_LVWRURoqam2nnNe-M,33.2320625,44.3348007,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","68JP+Q26, Baghdad",2,0
145,مأكولات اوس,ChIJV-_S9yLVWRURrbxP6jlLVDg,33.2764225,44.3475548,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","78GX+H25، شارع 20،, Baghdad",2,10
146,مأكولات الملك,ChIJn9fKqJCFVxURYz2vodr076M,33.317344,44.5052938,2.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","8G84+W4V، Unnamed Road, Baghdad",2,2
147,ماكولات التحرير,ChIJ0_eD_nuBVxURdiVuSsAZHGk,33.3271362,44.4091642,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",8CG5+VM3، السعدون، بغداد،،، بغداد،,2,3
148,ماكولات عمار دبل,ChIJk7v8xqKBVxURCmrhUOtwOI0,33.3263136,44.410314,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","8CG6+G4G, Baghdad",2,0
149,ماكولات ابو رضا,ChIJj4KU6pd9VxURWaxYSogeODE,33.3558276,44.3218666,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","984C+8QJ، Unnamed Road, Baghdad",2,0
150,ماكولات المصطفى,ChIJ2-HnWbCdVxURPjuk8YOUSd0,33.4368715,44.4421535,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","CCPR+PVR, Baghdad",2,0
151,ماكولات الطائي,ChIJr1MDw3zVWRURb4S1LFqAdEs,33.2495174,44.3772186,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","69XG+RV5، Unnamed Road، بغداد،، بغداد،، بغداد،, Baghdad",2,1
152,ماكولات الباشا,ChIJM0w4tQOBVxURxuKcTmUhX5A,33.256546,44.4079878,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",7C45+J5Q، بغداد،,2,0
153,Food Majed Abu Numan,ChIJZ0TUy1ODVxURhexdScLrQZI,33.3696382,44.4679897,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",Baghdad,2,40
154,ماكولات المصطفى,ChIJVzuEe1hjVxURtjIb-ZvUEIY,33.3854602,44.2194625,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",96P9+5QP، السلاميات,2,1
155,ماكولات حنوش جكن,ChIJIyOMVzB5VxURAS26LGzDai4,33.3465008,44.3913893,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","89WR+JH2, Baghdad",2,6
156,ماكولات الرياضي,ChIJ0527lE6dVxURJl7SVct5NS4,33.3997624,44.470279,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","9FXC+V4R, Baghdad",2,0
157,ماكولات جواهر,ChIJ3WJ7Mql5VxURopfJ-dOW9Tk,33.3991832,44.3923085,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","99XR+MWG, Baghdad",2,0
158,Boo food,ChIJlQHoZHl5VxURcZAWJTOLx6Q,33.3936425,44.39661419999999,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","99VW+FJ5، 23, Baghdad",2,2
159,ماكولات عمار ابو الكص,ChIJOUwrhux9VxUREguHdRhbQkU,33.3450973,44.2759464,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","87WG+29P، Unnamed Road, Baghdad",2,39
160,مأكولات الياسري,ChIJ1-llurN9VxURyqHOirl4EOA,33.3649174,44.2729985,4.6,"['restaurant', 'point_of_interest', 'food', 'establishment']","977F+X59, Baghdad",2,7
161,مأكولات علاوي النمس,ChIJWeuHLZyEVxURPs8rgrMnClo,33.345867,44.4775473,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","8FWH+82V, Qouds St, Baghdad",2,481
162,مأكولات المهرجان,ChIJuQmtz5N5VxUR6a1Mxe_G7do,33.3597188,44.3758487,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","995G+V8Q, جامع التميمي، بغداد،, Baghdad",2,6
163,مأكولات حكاية الشام,ChIJRxJkeTqBVxURH4B7IBprsE0,33.3051074,44.4235745,3.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","8C4F+3CF, Baghdad",2,10
164,ماكولات ومشويات حجي خلف,ChIJw03RsGB5VxURkobuT23vUM4,33.3819793,44.3980963,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']",99JX+Q6X، بغداد،,2,4
165,مأكولات 24ساعة,ChIJxaKesXWBVxURIX9kJmAZs_k,33.3107111,44.4286298,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","النضال, Baghdad",2,0
166,مأكولات الشمري,ChIJlcCYs_N5VxUR_elaZjl9FiY,33.3918321,44.3414053,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","98RR+PHF، Unnamed Road،، بغداد،، بغداد،, Baghdad",2,2
167,مأكولات البالوت,ChIJ36nA8TzXWRURwFcjAChmHx4,33.2857016,44.30213579999999,1.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","78P2+7VJ, Unnamed Road, Baghdad",2,1
168,ماكولات علاوي,ChIJN74o2Yh5VxURSLJ-yoFU8fs,33.3959678,44.36037229999999,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",99W6+94Q، بغداد،,2,0
169,مطعم مأكولات بغداد,ChIJYQzWqVF_VxURd5gkn_gv-qg,33.3178697,44.35525459999999,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","8994+44R، شارع الرواد، بغداد،, Baghdad",2,1
170,مأكولات اللؤلؤة,ChIJcWXuCSuFVxUR-ex9GUJ-SpU,33.305752,44.4880281,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']","8F4Q+866, Baghdad",2,4
171,ماكولات قحطان,ChIJAf6YpPSBVxURWPo1gCGT4ww,33.309144,44.4239746,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Hadi Enad Al Janabi, Karada Dahil, Baghdad",2,1
172,مأكولات الابتسام فرع 600,ChIJ63vj7hN5VxURxAv5b7PIxlQ,33.3937665,44.374177,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","99VF+GM7, AL 600 St, Baghdad",2,81
173,Food Alloush,ChIJy6MyneiaVxURIf3u7zbQzyw,33.3696454,44.5220333,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","محطه وقود دره العراق المشيده، شارع المحطة, Baghdad",2,38
174,Food Restaurant million Afia,ChIJTc3t41ibVxURWbxt-emW-qQ,33.3811785,44.4768649,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","9FJG+FP9, Baghdad",2,81
175,ماكولات حمزاوي,ChIJk3QuCb7VWRURECYM4utbG10,33.2593394,44.3549625,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","7953+PXH، شارع التجاري، بغداد،, Baghdad",2,0
176,ماكولات الشنب,ChIJBTbvsUXXWRURkv1kPY3LzpA,33.2972122,44.2861762,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","77WP+VFM، شارع المنظمة, Baghdad",2,0
177,ماكولات سيد عمار,ChIJv_iPTP9_VxURPylQDHEyaJM,33.3603263,44.3280635,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","986H+46M, Unnamed Road,،, Baghdad",2,2
178,مأكولات حكاية الشام,ChIJh78ZxM5_VxURcgqeGtBQlUo,33.2975647,44.34279739999999,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","78WR+XR2, Baghdad",2,0
179,ماكولات علي رهية,ChIJQeIonE99VxURPlIhomPl-Fw,33.37431249999999,44.2859375,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']",97FP+P9Q بغداد shu3la,2,9
180,كوفي شوب,ChIJiTt0VIiBVxURPRgl42e3D-U,33.3075159,44.4408141,3.3,"['cafe', 'food', 'point_of_interest', 'establishment']","8C5R+284, Baghdad",2,6
181,كوفي شوب,ChIJXckE6KF7VxURFoI8T2cKn_E,33.3855119,44.3197963,3.3,"['cafe', 'food', 'point_of_interest', 'establishment']","98P9+5WG, Muhit Street, Baghdad",2,23
182,We cafe,ChIJxe02KkZ_VxURoRYuDdBPrwY,33.3248129,44.3562507,4.2,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","Baghdad-almansur, Baghdad",2,130
183,710 cafe,ChIJZ5m3PyqDVxURHXCVr_YOHqc,33.3226664,44.4631634,4.3,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","8FF7+375, Baghdad",2,9
184,CLASS CAFÉ,ChIJf_hW1Xd_VxURbxLNqqRFddU,33.3072612,44.3461689,4.2,"['restaurant', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']","Al, Amirat St, Baghdad",2,102
185,Latino cafe,ChIJE3FWSn15VxUR_-mHLpUolQc,33.3746431,44.3709431,4.6,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","مجاور فاير فاير, Asmai Street, Baghdad",2,10
186,بابونج كافيه babong cafe,ChIJBdj9Xm6BVxURQ0HwTRCm1aI,33.3093998,44.4293443,4.5,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","8C5H+QP5, Wathiq Square, Baghdad",2,6
187,LA CASA CAFE,ChIJ6fAm_quBVxURfv-oE0ktDuU,33.2988125,44.4320625,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","7CXJ+GRM, Baghdad",2,82
188,Barberry Cafe,ChIJSa5hfF2DVxURz6-ZrSutA3U,33.3324409,44.4521125,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']","Zaiwna Mall, Zaiwna",2,2
189,snooker cafe,ChIJT-77gbCHVxURKSohYoJ_NG0,33.2653225,44.4825148,2.3,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","7F8M+42M, Baghdad",2,3
190,Cup way café,ChIJL8RwPa1_VxUROVfvr4TIfVc,33.311343,44.3640674,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","8967+GJP, مجمع الزهور الطبي، شارع, Baghdad",2,13
191,ICON CAFE,ChIJKZ3KwWB_VxURBk_GT6Vyays,33.28844280000001,44.3858673,4.3,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","79QP+98H, Baghdad",2,114
192,Cafe day,ChIJNfdZBH-BVxURhHxffv-fjcs,33.3071211,44.4487557,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","8C4X+RGR, Baghdad",2,13
193,Lava Cafe - لاڤا كافيه,ChIJq7EuIKt_VxURb5kG1bwj1UI,33.2958204,44.3383017,3.3,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","شارع, Baghdad",2,49
194,Cavlli cafe & rest,ChIJWw-th-aBVxURB2CP9-ahsjI,33.3071162,44.4304453,4.2,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","8C4J+R5W, Baghdad",2,136
195,Fayrouz Cafe-فيروز كافيه,ChIJq-U-MyV_VxURHqC_ScN9cT8,33.2864252,44.3851596,4.2,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","79PP+H3F, Unnamed Road, Baghdad",2,191
196,Petit Café,ChIJ0zwE7neBVxURwZJBPrn3Xao,33.3049465,44.4379186,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","8C3Q+X5F, Baghdad",2,34
197,"Royal café, كوفي رويال",ChIJg12yBSV3VxURBWT53fk-bCQ,33.41262950000001,44.3834706,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","C97M+395, مجاور محكمة الشعب Road،, الشعب",2,1
198,Meeting cafe&resturant,ChIJuRgx-QmBVxUR-W_2p94e5Z0,33.3074232,44.4407168,5.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","8C4R+X8M, 52nd St, Baghdad",2,1
199,Brothers cafe,ChIJTZoTkBGDVxUR8QidCAFT06g,33.3630646,44.4189369,4.2,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","9C79+6HX, Baghdad",2,42
200,Pluto Cafe - بلوتو كافيه,ChIJ-7f6TP59VxURhohoR9zOUkM,33.34799030000001,44.3088595,4.4,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","88X5+5GQ, شارع, ٣٠",2,5
201,كوفي شوب الاوربية,ChIJZQ7m62GDVxURB2rRasmFrEI,33.34879180000001,44.4738507,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']","8FXF+GHC, Baghdad",2,43
202,Alcaptain cafe,ChIJI1lcb76BVxURKmQu4nG-wp8,33.2953437,44.4252513,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","7CWG+44J, Baghdad",2,0
203,American Democracy Cafe,ChIJS9R9B3d_VxURdak7GSV5oD8,33.2974241,44.34399940000001,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']","الاربع شوارع, Baghdad",2,0
204,Amigos cafe,ChIJr3B1mHB_VxURKpf0KZwkhRw,33.2975159,44.3402001,5.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","78XR+238, Baghdad",2,1
205,چكمچة Cafe &Rest-HOUSE,ChIJnfdAUC9_VxURM3ccc_jj8VY,33.3181376,44.3417205,3.8,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",Baghdad,2,17
206,Taz cafe /تاز كافيه,ChIJ6XTGFFzVWRURTcbB13WaPVg,33.2447524,44.3570973,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","69V4+WRP, شارع الخلفاء الراشدين،, Baghdad",2,0
207,لي كافيه - Lee café,ChIJYXxhVsN_VxURYbnygfSyRJo,33.3129906,44.336414,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",شارع التانكي المنصور,2,266
208,Green Beans Coffee,ChIJldnrlDHaWRURIw86InpfjXw,33.2593389,44.2158264,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']","7658+P8F, Baghdad",2,98
209,Mdalal Cafe,ChIJNfvuVDh5VxURKVGwzVbrVSM,33.3432252,44.3864648,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']","89VP+7H7, Baghdad",2,10
210,مزاج كافيه (cafe mazaj),ChIJDTlWJ9R9VxUR4rPDjzVHgO4,33.3436446,44.3197735,5.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","88V9+FWC, الحرية، بغداد،، بغداد،،, Baghdad",2,1
211,TCHE TCHE Cafe’,ChIJZ4JKvqeBVxURk0uKm0LAkgI,33.3091907,44.43701009999999,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","8C5P+MR6, 42nd St, Baghdad",2,351
212,Garam Cafe,ChIJZ0JBuHp_VxURBktMIvXsuzA,33.3022239,44.337178,4.1,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","616 Alley The Four Street Al, Baghdad",2,362
213,EXPRESSO CAFE,ChIJgyw1xYR5VxURwwWrroes5dw,33.3949027,44.3810805,4.8,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","99VJ+XC4, AL 600 St, Baghdad",2,6
214,الشايب كافية alShaib Cafe,ChIJ7QUT43-dVxURtXwulXgseRw,33.4016131,44.4184604,3.2,"['cafe', 'food', 'point_of_interest', 'establishment']","CC29+J9W, Unnamed Road،, Baghdad",2,6
215,دلاس كافية - Dalas Cafe & Rest,ChIJLUkSIyx_VxURDyIUg_NHkc4,33.3100975,44.3397283,4.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","14 Ramadan St, Baghdad",2,4
216,cafe meeting,ChIJ_bkx0HmBVxURAt6iyHrwzcg,33.3050918,44.4399289,2.8,"['cafe', 'food', 'point_of_interest', 'establishment']","8C4Q+3X6, Baghdad",2,4
217,AQUA CAFE IRAQ,ChIJfVZQVOx_VxURgz2AatuEeqE,33.2807389,44.38730349999999,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","79JP+7WV, Baghdad",2,145
218,PUBG CAFE,ChIJIZgvGnaDVxURGyrrjYOHHmU,33.3270811,44.4586961,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']",Baghdad,2,67
219,Q cafe كيو كافيه,ChIJk86dyzOBVxURPq2aKm_hWw8,33.3076264,44.4371821,1.8,"['cafe', 'food', 'point_of_interest', 'establishment']",شارع 42، بغداد،،,2,4
220,Pochinki cafe كوفي شوب بوشنكي,ChIJ4znjTy-FVxURYyVzOeDFieA,33.3561759,44.5022404,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']","9G42+FVH, Unnamed Road, Baghdad",2,2
221,Gardienya cafe,ChIJb817YvV9VxURyUcOOpeQmjo,33.332794,44.3137201,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']","88M7+4F5, Baghdad",2,14
222,CORNER café for Coffee and Lokma,ChIJuQtwgDmDVxURhREOfT9p3mc,33.3242487,44.4504915,4.3,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","Ziyouna Baghdad, 714",2,18
223,My Coffee,ChIJMV8fgDLXWRURYFcIndhzZSg,33.3006138,44.2898151,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","872Q+6WW, Baghdad",2,31
224,MOOD Cafe,ChIJo34h17ODVxURztfQRVxPCGc,33.3442238,44.4348924,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","8CVM+MXJ, Bur Said (Port Said) Street, Baghdad",2,16
225,Peace baghdad café,ChIJraSS__KBVxUR_CSW5rHcs60,33.3174758,44.4156938,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']","8C88+X7W, Abu Nuw'as Street, Baghdad",2,26
226,كوبانو كافيه,ChIJFctBvrOBVxURT75rrQPPY5U,33.30631839999999,44.4494434,3.5,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","8C4X+GQG, Unnamed Road, Baghdad",2,2
227,GRATO CAFE,ChIJ63iFbEl_VxURCSh6C9M03lw,33.312218,44.36481850000001,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']","8967+VWP, Baghdad",2,2
228,Swan Cafe,ChIJQckhF3iBVxUR2egkrzt4Rkc,33.3059118,44.4380543,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']","42nd St, Baghdad",2,139
229,META Cafe,ChIJ3x5DDit5VxURSZk09H5jJt4,33.3752793,44.3713359,5.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","99GC+2GF, Asmai Street, Baghdad",2,1
230,TOP8 cafe,ChIJh31VebN_VxURUelkKnn6xYY,33.3375934,44.32600170000001,3.6,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","88QG+29W, Rabie St, Baghdad",2,19
231,Mazaj Cafe,ChIJj-G9VgWBVxURZr43I-R6kpI,33.3096166,44.4251306,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']","8C5G+V25, Baghdad",2,29
232,Dose Cafe Iraq,ChIJSfzcGvl_VxURkRwLNMGRIuc,33.315638,44.3657693,4.5,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","8988+782, Baghdad",2,2
233,Shabandar cáfe,ChIJX3uhSLJ4VxURFBvNIuUe5bI,33.3401969,44.3881023,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']","89RQ+36H, Baghdad",2,623
234,Arena Cafe- ارينا كافيه,ChIJOVpNDdt_VxURmKipivPSEQA,33.318054,44.3536751,3.8,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","8993+6FG, Rowad St, Baghdad",2,8
235,Black Cafe,ChIJw1rj2FZ_VxURXoleYvqQDdo,33.2916639,44.3510292,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","79R2+JCX, Unnamed Road, Baghdad",2,0
236,Cafe KOKE,ChIJnywEOX99VxURiRIOTlXCk64,33.3680766,44.2768012,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']","Unnamed Road،, Baghdad",2,0
237,Veiw Cafe,ChIJPea72EZ5VxURgpZAPvL6jhg,33.374024,44.39034729999999,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","99FR+99R, Baghdad",2,0
238,brod cafe,ChIJVfOm4AXVWRURJrj45jWhLFg,33.2328161,44.3298628,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","68MH+4WH, شارع السياب, Baghdad",2,0
239,13 cafe,ChIJc7BerlZ5VxURu2J9tBNNIJM,33.3916159,44.3938233,5.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","99RV+JGW, 23, Baghdad",2,2
240,مقهى فضوة عرب,ChIJIfLEJI2DVxUR5bebqpr_4mQ,33.3344811,44.4097247,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']","8CM5+QVX, Baghdad",2,417
241,Hassan Ajami cafe,ChIJMxEHx7F4VxUR6msKXqiabeQ,33.3426637,44.3887553,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']","89VQ+3GC, Baghdad",2,202
242,Al Beiruty Cafe,ChIJDze7sNJ4VxUR55HtUeY1aqQ,33.3455287,44.37005,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","89WC+62H, Haifa St, Baghdad",2,6561
243,Dar Al-Atraqchi Cafe,ChIJnxnqPpN_VxURI5KI6z0EonM,33.2843491,44.3863657,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","79MP+PHR, Baghdad",2,1096
244,Al-Tatanji Cafe,ChIJi6sE4T5_VxURtnq6jj2z8aU,33.3370754,44.3860986,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']","89PP+RCQ، Unnamed Road, Baghdad",2,175
245,مقهى انا وليلى,ChIJf9Re0L2BVxURQ2URr78-O7c,33.3017198,44.4236823,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']","8C2C+R6J مقابل مجموعة الربيعي, Baghdad",2,193
246,مقهى الباشا/ الكرخ,ChIJ2QbEnw1_VxURxSt-6qJ2Lms,33.3415807,44.3774947,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']","89RG+JXQ, Unnamed Road, Baghdad",2,149
247,Abu Haloub Cafe,ChIJHWOFypaBVxURB7jr0jzdcWs,33.3070443,44.4241047,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","8C4F+QJX, Baghdad",2,985
248,مقهى سماور التراثي,ChIJ0W-n6MTVWRURBi3Pt5FQ0EA,33.2330362,44.3302345,3.8,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","68MJ+639, Baghdad",2,6
249,مقهى الكادحين,ChIJD9INLxZ8VxURB7b6jTLf4-g,33.353757,44.3113257,3.5,"['cafe', 'food', 'point_of_interest', 'establishment']","9836+GG4, Baghdad",2,57
250,مقهى ملتقى الاسطورة,ChIJ_RNYBLF4VxURlBJXMbDiVtU,33.3437447,44.3870044,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']","89VP+GR7، شارع, Baghdad",2,152
251,أوتار كافيه - Awtar Cafe,ChIJgam4IW6HVxUR3JYiZbrLzqs,33.246502,44.4894599,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']","6FWQ+HQV, Baghdad",2,24
252,مقهى السفينة,ChIJl0HmgSJ5VxUR0UwREQ8xfcg,33.3702552,44.3542127,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","99C3+4M4, Unnamed Road,, Baghdad",2,78
253,Shabandar cáfe,ChIJX3uhSLJ4VxURFBvNIuUe5bI,33.3401969,44.3881023,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']","89RQ+36H, Baghdad",2,623
254,Coffee and policy,ChIJSRRDmR-HVxURR-aD7YH7ZU8,33.25107490000001,44.4945598,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","7F2V+CRM, Unnamed Road, Baghdad",2,24
255,مقهى ركن المتحف,ChIJUeaqQ1R_VxURTetuaAaZFhA,33.3283905,44.3841221,4.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","89HM+9M6, العلاوي،",2,1
256,مقهى و دار القشلة التراثي,ChIJvSNMy2B-VxURW3hvUF2n4OM,33.3176291,44.3403504,3.3,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","889R+352، شارع المنصور, Baghdad",2,30
257,مقهى ليالي الكرادة,ChIJtdH7pfuBVxUR0xDCSF7z-W0,33.2947413,44.4078512,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']","7CV5+V4X, Baghdad",2,7
258,مقهى الانگليزي,ChIJvVBAQAKDVxURJlbHyYzk1sQ,33.3658102,44.4481345,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']","9C8X+877, Dakhal St, Baghdad",2,15
259,مقهى الدليمي التراثي,ChIJhWfKHHN5VxURXQeNvy6ICqI,33.3447018,44.3850065,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","Radia Mosque, شارع الاعظمية، Baghdad",2,4
